samples,types
1bc56e7f-f29d-4776-984a-2cf3dbf7efc4.htseq.counts,Head and Neck
77633295-c393-46a7-8d5d-ce05263bf295.FPKM-UQ.txt,Head and Neck
8c01aad8-d3bc-4fe9-a45d-726e6dd8e7a6.FPKM.txt,Head and Neck
ec8f3bbf-4325-4a82-a1e2-206d47381386.htseq.counts,Head and Neck
0a15de63-cefc-429b-a1b3-b9140a251325.FPKM-UQ.txt,Head and Neck
d3e1c43a-d18f-466d-a72f-15a7da8e32e5.FPKM-UQ.txt,Head and Neck
b8f951b7-1e0c-4333-a763-1c81bdc938b8.FPKM.txt,Head and Neck
34404ab0-933f-43f5-89a6-38af91b8d65d.htseq.counts,Head and Neck
ed29f822-9020-49ed-84f3-8ed53ed90d2d.htseq.counts,Head and Neck
0498a035-bea0-4601-8763-ed17963d982e.FPKM-UQ.txt,Head and Neck
5e79c5a9-5341-44e1-95fb-392020416b0c.FPKM-UQ.txt,Head and Neck
ef20a7ca-6c3b-4893-abe7-40c1c027556b.htseq.counts,Head and Neck
3684c680-68bc-4a84-b8f9-13142c6276e6.htseq.counts,Head and Neck
da50f41d-e644-4481-94b8-62c31538e4b8.FPKM.txt,Head and Neck
f4d1f4ab-49db-45aa-a121-22f67d7b2b64.FPKM.txt,Head and Neck
a7208747-f725-4d83-9fb0-e8e53b497938.htseq.counts,Head and Neck
8a3d807e-8a53-433f-8571-ee116e84dafc.FPKM-UQ.txt,Head and Neck
85535e8e-79b2-4d55-a340-eb39e9aeb355.FPKM.txt,Head and Neck
39b59f6d-b1ff-4c27-989f-c30e539b8a40.FPKM.txt,Head and Neck
a82da9c2-5488-447f-a8e4-2612e3d34cb0.htseq.counts,Head and Neck
3811c6a6-dd9f-4f76-92cc-d487bd443ed5.FPKM-UQ.txt,Head and Neck
bbcc6c90-4b9d-496d-ad0b-64faa4894e26.FPKM-UQ.txt,Head and Neck
461e758e-bedd-458e-b99d-dde7b27276d9.FPKM.txt,Head and Neck
4060c24e-a2ef-457f-ae38-9a13e0a446df.FPKM.txt,Head and Neck
0ea4cfc7-e096-4c03-96a0-792eedf79f56.FPKM-UQ.txt,Head and Neck
0c9fda86-dca4-4dbb-912d-424feaa5dcc6.FPKM.txt,Head and Neck
0d56836d-6eb4-4736-9ad0-3c1139302043.htseq.counts,Head and Neck
5dc1623d-d048-4d85-b118-55a5226ede95.FPKM.txt,Head and Neck
7444bf59-9dfd-4037-b405-c9e45d78b445.htseq.counts,Head and Neck
21b9810c-2e24-4c81-9c34-6f101f614217.FPKM.txt,Head and Neck
d7d800a4-6579-4f1d-9226-3922298b9ba0.FPKM-UQ.txt,Head and Neck
be42dffc-81a2-4fec-a533-1fcc512d392c.FPKM.txt,Head and Neck
82dcf543-77eb-416d-ae9f-2d7cce203d63.htseq.counts,Head and Neck
6c4bec8b-a0a8-4068-9ace-f20c5a4811f0.htseq.counts,Head and Neck
c313e35f-951f-44bb-91b7-e7838abe0bc6.FPKM-UQ.txt,Head and Neck
ef4c294b-b29c-4c00-996c-26195febad00.FPKM-UQ.txt,Head and Neck
49fc6d64-3d80-4555-9645-a7d91fd59d33.FPKM.txt,Head and Neck
2f069559-91be-47bf-bdfc-7257603f41c3.FPKM.txt,Head and Neck
0968dd71-882c-4727-9b75-6e572d3b161e.FPKM-UQ.txt,Head and Neck
60eeee3f-55f1-468c-b6eb-bd4d8cddc6d1.htseq.counts,Head and Neck
b4a4cc9a-5053-4968-a54e-be08e53ce2e1.htseq.counts,Head and Neck
a32b6a6b-c776-473d-925a-c82421b1c5f1.FPKM-UQ.txt,Head and Neck
332578e8-f23f-48f3-912f-afedc27dcc6e.htseq.counts,Head and Neck
324fecd8-fffb-4465-96c3-7000a9091efc.FPKM-UQ.txt,Head and Neck
ac00379a-61d0-4c1c-b314-a7773bde1458.FPKM-UQ.txt,Head and Neck
29c24d83-b40f-443e-81db-f764c4b03d36.htseq.counts,Head and Neck
6338e7d6-f5b7-4867-b2f3-883f2a05e16d.FPKM-UQ.txt,Head and Neck
3eca4bbb-7fca-4ffa-9ebf-044bee4fe341.FPKM.txt,Head and Neck
2493829b-2102-4cd4-b4f1-043967c3daea.htseq.counts,Head and Neck
b9003c49-066b-462f-941f-80e9d21f149b.FPKM-UQ.txt,Head and Neck
ba7dd3b3-a31a-40f8-a714-9148b5d03725.FPKM-UQ.txt,Head and Neck
b35a4476-08e9-4b37-851c-d1534521cef4.FPKM-UQ.txt,Head and Neck
62d1ce0e-55a8-4c31-9e96-e0c0cb95235f.FPKM.txt,Head and Neck
349dfe75-cde2-43b6-a84b-1cbfd596c402.FPKM-UQ.txt,Head and Neck
685a78c3-9d01-44f2-a932-ca1fd3960177.FPKM.txt,Head and Neck
b6479904-c5ce-439c-9d56-990b921bac30.FPKM-UQ.txt,Head and Neck
029e3d06-38b8-425c-8e4b-27b72cf71afd.FPKM.txt,Head and Neck
7cc2aebd-6ebb-4789-88e2-aacba0ecae57.FPKM-UQ.txt,Head and Neck
6a38fa25-a6cb-411f-9028-3094b34dbdbb.htseq.counts,Head and Neck
125012fe-2fcc-4210-bdb9-777b10df95ff.htseq.counts,Head and Neck
86db2f40-896f-4392-9552-4f8be50bb653.htseq.counts,Head and Neck
6c8c027a-bc7f-4a73-b962-071b4decd6a9.htseq.counts,Head and Neck
f0f73c0a-ef91-4882-9912-09ce2ccea869.FPKM.txt,Head and Neck
5984a42d-b905-4011-9192-0a5ecb1f3d55.htseq.counts,Head and Neck
d91eb19e-1088-40c3-bc15-864d7fc9063e.htseq.counts,Head and Neck
d46bb04d-aca3-468a-ba80-3bc12e2b3919.FPKM-UQ.txt,Head and Neck
5845a5be-e598-4b7e-8abb-960620c2b47b.htseq.counts,Head and Neck
c67a9442-495e-4523-a9c7-b3cbbeecc1ce.htseq.counts,Head and Neck
d939e0e3-4b94-48d3-a558-fa212f84fc8c.FPKM-UQ.txt,Head and Neck
6575cdf0-09dd-4511-a487-d201184ecce0.FPKM-UQ.txt,Head and Neck
2bf4e109-8b56-443f-bd23-b026c41ed8b6.htseq.counts,Head and Neck
f25b1610-d385-40fd-8273-f7661be1eea4.FPKM-UQ.txt,Head and Neck
5a6262b0-7930-40c5-bfa6-40fcd4ba7b4c.FPKM.txt,Head and Neck
6b7c8252-486c-49cc-9bfe-f8ccd0f331c0.htseq.counts,Head and Neck
f95d940d-7b92-49a5-a1e8-b8ee263ae306.htseq.counts,Head and Neck
fddd273c-4ed9-4fac-8ce4-d5c3bcc4f4a4.FPKM.txt,Head and Neck
272af1c3-298e-4f50-8989-99b57062adbe.htseq.counts,Head and Neck
211f4551-8720-4f0d-9c59-88108fcc037f.htseq.counts,Head and Neck
a690748c-596c-423b-97a9-e02a604adf55.FPKM.txt,Head and Neck
029e64ca-6652-4234-9724-3d6c3fd88771.FPKM-UQ.txt,Head and Neck
589eb5fb-5c11-4e4d-80a3-30108d277de4.FPKM-UQ.txt,Head and Neck
bc0af74a-3ec1-4392-ba31-82de4318a815.FPKM.txt,Head and Neck
49fc6d64-3d80-4555-9645-a7d91fd59d33.FPKM-UQ.txt,Head and Neck
f25b1610-d385-40fd-8273-f7661be1eea4.FPKM.txt,Head and Neck
fc834315-fe57-487f-8974-cb7e24c32b8d.FPKM-UQ.txt,Head and Neck
5959921c-0711-473c-85ea-6cf4ed0fb77f.FPKM.txt,Head and Neck
740920a2-effa-4da2-98cf-bad71a9debd9.FPKM-UQ.txt,Head and Neck
cc0ef76f-c51b-4842-9708-1831e218e4fd.FPKM-UQ.txt,Head and Neck
0aa2ad55-702a-4241-9f36-58f1fe7d1302.FPKM.txt,Head and Neck
7f0f64a8-9610-4663-acdd-a769573e9f4b.FPKM-UQ.txt,Head and Neck
19e1f123-a36f-4580-a255-35b95ac0a7df.htseq.counts,Head and Neck
da68f717-ab42-4534-a518-16d40c844ad1.FPKM-UQ.txt,Head and Neck
cd486a20-1d8c-46d7-b49e-28f6e0e86ea6.htseq.counts,Head and Neck
6e4cd75c-e602-4845-95f2-8520d7976d56.FPKM.txt,Head and Neck
85535e8e-79b2-4d55-a340-eb39e9aeb355.htseq.counts,Head and Neck
fabd394c-9385-4b02-bcfb-88a4a44413d7.FPKM.txt,Head and Neck
b9da241a-3715-4c95-9d22-d43c7f4d7552.FPKM.txt,Head and Neck
2f8fc23b-8805-4be3-b319-6030b38423e2.FPKM-UQ.txt,Head and Neck
e0904259-a783-48c2-a863-a5052eb7599b.FPKM.txt,Head and Neck
0f1def56-7873-4f65-94ee-3ba13038bf75.FPKM.txt,Head and Neck
103d28c0-0bbe-4b4e-9be7-7e2fdbc26a37.FPKM-UQ.txt,Head and Neck
e2c687dd-e061-4896-a362-7832f6ab30b2.FPKM.txt,Head and Neck
032c007c-a7c8-42bd-a7af-3134bcc8c4a1.FPKM.txt,Head and Neck
4dab062b-5119-4e8a-a9bf-f2cfa2e6a6d6.FPKM.txt,Head and Neck
570537b4-dfef-4efd-b5fa-79d200082e1e.FPKM.txt,Head and Neck
d343cdfd-2955-485a-a47f-ca2f2401056e.FPKM.txt,Head and Neck
7effec7d-a55f-45d9-b938-a0a1b25a6fea.FPKM.txt,Head and Neck
09001b78-7752-4939-847f-f1674503e4a4.htseq.counts,Head and Neck
43d5e4b1-778e-459d-90b0-ac1bb06fff89.htseq.counts,Head and Neck
a1a54782-6381-47b2-8817-603bef36900c.FPKM.txt,Head and Neck
d861a1db-3858-4d99-9e01-21b657731ed7.FPKM-UQ.txt,Head and Neck
cb7df6d7-2b33-4d50-82ae-706d8a237270.htseq.counts,Head and Neck
4aa47c55-a9f5-4a3b-94b0-10b350c63999.FPKM.txt,Head and Neck
60eeee3f-55f1-468c-b6eb-bd4d8cddc6d1.FPKM.txt,Head and Neck
f71decd2-6098-4f18-b773-2e689e930444.htseq.counts,Head and Neck
803ba202-222f-4023-bf02-197eaf151687.htseq.counts,Head and Neck
0aa2ad55-702a-4241-9f36-58f1fe7d1302.FPKM-UQ.txt,Head and Neck
685a78c3-9d01-44f2-a932-ca1fd3960177.FPKM-UQ.txt,Head and Neck
f5cdc287-7046-4dfe-af4c-ae7363aa84c6.FPKM-UQ.txt,Head and Neck
d7e93acc-cec6-4a70-9b90-37bc080ee5c9.htseq.counts,Head and Neck
d1489e83-a47f-4d2e-b330-c0698b1ccc27.FPKM-UQ.txt,Head and Neck
5c6604b8-7256-4957-9193-5b42a162226e.FPKM.txt,Head and Neck
7b04ca78-2e74-4443-a005-66fe8dadad0d.FPKM.txt,Head and Neck
ba04c0a1-8ec5-4987-9f06-dda2540fadb1.htseq.counts,Head and Neck
e055bccc-cdd1-4cf4-8fb8-fbdbd0d3a773.FPKM-UQ.txt,Head and Neck
31b2148b-9b74-4ec3-af8d-527c2128b226.FPKM-UQ.txt,Head and Neck
5326afe8-db1e-4c54-9d65-c0dfe4df5e62.FPKM.txt,Head and Neck
84742003-9470-44dd-8fbf-c1a73468b8d8.FPKM-UQ.txt,Head and Neck
22117440-a29b-48e7-8302-052e95e16046.FPKM-UQ.txt,Head and Neck
da50f41d-e644-4481-94b8-62c31538e4b8.FPKM-UQ.txt,Head and Neck
8b7c59f2-6fb7-4c67-ad50-5f69311e3208.htseq.counts,Head and Neck
b35a4476-08e9-4b37-851c-d1534521cef4.FPKM.txt,Head and Neck
200c86df-4c7d-4f53-aad4-8745dd2537a7.FPKM-UQ.txt,Head and Neck
77633295-c393-46a7-8d5d-ce05263bf295.htseq.counts,Head and Neck
38a8ff34-78e7-47ce-9a7c-6b24072be806.FPKM-UQ.txt,Head and Neck
06552413-83b7-4f1a-bf87-8993554c6d4e.FPKM-UQ.txt,Head and Neck
1bc56e7f-f29d-4776-984a-2cf3dbf7efc4.FPKM-UQ.txt,Head and Neck
53b04dae-845b-4fc0-b98e-49ab5f81663f.FPKM.txt,Head and Neck
f21a26c0-04d4-40b5-9075-9896653571dd.FPKM.txt,Head and Neck
49893832-1a4f-477c-bcdd-f904d8399b4b.FPKM-UQ.txt,Head and Neck
852726f5-cf78-4e8a-bafb-be78aed6eea7.htseq.counts,Head and Neck
df0459ef-6e9f-46c2-8288-1179f0ae091d.htseq.counts,Head and Neck
6f74accd-5846-49f5-8a04-1b3926989071.htseq.counts,Head and Neck
ad86d99e-5d4c-4d7d-8644-3616502c006f.htseq.counts,Head and Neck
7dcf3d0d-7544-436d-8f99-7f3a9aebd0ef.FPKM-UQ.txt,Head and Neck
e5d2d3c9-5d34-4c98-b810-97795cd1c9b1.FPKM.txt,Head and Neck
537d05c7-a7d0-48ab-aae0-90fde055a277.FPKM-UQ.txt,Head and Neck
31b2148b-9b74-4ec3-af8d-527c2128b226.htseq.counts,Head and Neck
38a8ff34-78e7-47ce-9a7c-6b24072be806.htseq.counts,Head and Neck
044cbfc0-5173-46ab-9050-c0a8c3c16845.FPKM.txt,Head and Neck
ae1545f7-1b6f-4a7f-897b-ae6882454afe.FPKM.txt,Head and Neck
4919d5f0-8f43-4875-a2b1-d145fce8e362.htseq.counts,Head and Neck
29781bbe-87fd-48b6-bdfe-f66249b0cf41.htseq.counts,Head and Neck
b4a4cc9a-5053-4968-a54e-be08e53ce2e1.FPKM.txt,Head and Neck
6575cdf0-09dd-4511-a487-d201184ecce0.htseq.counts,Head and Neck
35d3f8a8-6364-43b2-bbd3-c237986f3ee9.FPKM.txt,Head and Neck
08bc9364-d32d-4d6b-af41-440d1233a2e7.FPKM-UQ.txt,Head and Neck
c5d86cae-cf78-4831-a5f4-bbfce5f496ee.FPKM.txt,Head and Neck
646eed68-b3b8-451b-8022-a44dc6032c68.FPKM.txt,Head and Neck
3eca4bbb-7fca-4ffa-9ebf-044bee4fe341.htseq.counts,Head and Neck
6b7c8252-486c-49cc-9bfe-f8ccd0f331c0.FPKM.txt,Head and Neck
350fca02-18e7-44d4-9006-9821e09d0790.FPKM-UQ.txt,Head and Neck
a31097c7-9e74-42ec-a8c2-8aca810d045e.FPKM.txt,Head and Neck
686e79ba-4ace-4833-bce2-c4fbe8737d5e.FPKM-UQ.txt,Head and Neck
5a16cb58-82c0-49ee-8f71-5cf738e0beb2.FPKM.txt,Head and Neck
f4d49fea-2d9b-450f-ada5-1cbeabb24d34.FPKM-UQ.txt,Head and Neck
c9faa71c-ba76-49c7-8d82-47cbf410be68.FPKM-UQ.txt,Head and Neck
4919d5f0-8f43-4875-a2b1-d145fce8e362.FPKM.txt,Head and Neck
3dd81c51-f34d-43d2-b65e-997eab153d4d.FPKM-UQ.txt,Head and Neck
bbd06d25-fc74-4df8-a943-10ad6fd41501.FPKM.txt,Head and Neck
21bf82e4-3223-481c-a89b-f41e42628764.FPKM-UQ.txt,Head and Neck
4596bf99-aedb-40cf-8e98-ec3b953897f0.htseq.counts,Head and Neck
60a96f10-2032-4d6b-863f-99e99cda2b55.htseq.counts,Head and Neck
6be2aa36-5cc9-4832-af98-47e04d8424e0.htseq.counts,Head and Neck
ae2a857b-c219-4361-8d55-23047f8355fe.FPKM.txt,Head and Neck
da5ce801-026b-4532-8a62-45f6f974eefc.FPKM-UQ.txt,Head and Neck
527c232e-f9c6-43b3-baf4-d8dc1bc82f38.htseq.counts,Head and Neck
58ebf33c-0d98-4f62-a174-0b6cc11f8fb4.htseq.counts,Head and Neck
75fc5562-132a-471c-95bd-983ea1d497b7.htseq.counts,Head and Neck
4dab062b-5119-4e8a-a9bf-f2cfa2e6a6d6.FPKM-UQ.txt,Head and Neck
4596bf99-aedb-40cf-8e98-ec3b953897f0.FPKM.txt,Head and Neck
34c3a27a-a4bf-4c6c-b34d-67154354933b.htseq.counts,Head and Neck
029e3d06-38b8-425c-8e4b-27b72cf71afd.htseq.counts,Head and Neck
04768ee4-1e0d-4bb1-87cc-5c7aabda85af.htseq.counts,Head and Neck
f5659309-d6c2-49de-a04b-4734e2b70093.htseq.counts,Head and Neck
04199d64-ece0-4ce8-be6c-a7eb758b6405.FPKM-UQ.txt,Head and Neck
38984d5c-2780-4528-81ea-9f84711869f2.FPKM.txt,Head and Neck
6d04eabc-a986-4091-9b44-cb6d743e5384.FPKM.txt,Head and Neck
301fe08e-bffe-4f01-9e80-12f61f830cac.htseq.counts,Head and Neck
49893832-1a4f-477c-bcdd-f904d8399b4b.htseq.counts,Head and Neck
638f2746-573d-4bbf-b49b-8fcebd313711.FPKM.txt,Head and Neck
77633295-c393-46a7-8d5d-ce05263bf295.FPKM.txt,Head and Neck
9901dccf-afd1-4ebf-9efd-5aed4de03636.FPKM-UQ.txt,Head and Neck
ed47bf8c-e3f0-46cb-9936-47904ce73735.FPKM.txt,Head and Neck
8502070e-8dde-4cd4-94e7-4eb06ec37d2f.htseq.counts,Head and Neck
cea213f2-1dca-482a-bc29-d346a6682085.FPKM.txt,Head and Neck
c5cd7905-ee91-4d7c-89b9-cf012338f402.FPKM-UQ.txt,Head and Neck
ac580c41-c1ff-4fa3-afac-fbdb30636ab2.FPKM.txt,Head and Neck
62d1ce0e-55a8-4c31-9e96-e0c0cb95235f.FPKM-UQ.txt,Head and Neck
74882059-8730-4b3f-8dd2-69704dda3aa4.FPKM.txt,Head and Neck
f71decd2-6098-4f18-b773-2e689e930444.FPKM.txt,Head and Neck
b1264982-6c82-4566-9576-444de6a05548.FPKM-UQ.txt,Head and Neck
317fcd5d-7abc-4138-91e7-3197ce6c771f.FPKM.txt,Head and Neck
bae4bda2-14b0-4450-b96d-1b7496bab0dd.FPKM.txt,Head and Neck
527c232e-f9c6-43b3-baf4-d8dc1bc82f38.FPKM-UQ.txt,Head and Neck
562fdef0-1529-45b3-aef6-79ffab91a0e6.FPKM-UQ.txt,Head and Neck
41e67c8d-6dcd-44e7-9665-8f3a91406ed8.htseq.counts,Head and Neck
686e79ba-4ace-4833-bce2-c4fbe8737d5e.FPKM.txt,Head and Neck
fb3bc987-c15c-4c73-a9cb-5312f548805b.htseq.counts,Head and Neck
f0cea1ff-b9c6-42d3-bd0e-25576ccdb83f.htseq.counts,Head and Neck
562fdef0-1529-45b3-aef6-79ffab91a0e6.htseq.counts,Head and Neck
ed47bf8c-e3f0-46cb-9936-47904ce73735.FPKM-UQ.txt,Head and Neck
a7208747-f725-4d83-9fb0-e8e53b497938.FPKM-UQ.txt,Head and Neck
6d04eabc-a986-4091-9b44-cb6d743e5384.FPKM-UQ.txt,Head and Neck
34c3a27a-a4bf-4c6c-b34d-67154354933b.FPKM.txt,Head and Neck
423ca055-7c79-4c74-93fe-543194fa13a5.FPKM.txt,Head and Neck
e0ddd107-796e-4447-8783-69abe34f4d26.FPKM.txt,Head and Neck
638f2746-573d-4bbf-b49b-8fcebd313711.FPKM-UQ.txt,Head and Neck
9901dccf-afd1-4ebf-9efd-5aed4de03636.htseq.counts,Head and Neck
113a6464-b2b9-4566-b501-9060291b54b3.FPKM-UQ.txt,Head and Neck
f4d49fea-2d9b-450f-ada5-1cbeabb24d34.htseq.counts,Head and Neck
1a2e3926-3287-4ae8-8048-3953ca97e317.FPKM-UQ.txt,Head and Neck
6b4cb1bd-9634-4494-bb7b-4ca12b4b1969.htseq.counts,Head and Neck
138c0189-8cfb-4b61-9757-4021594f5307.FPKM.txt,Head and Neck
c732d7de-e3d1-4999-8be6-51b4bbff83b7.htseq.counts,Head and Neck
29781bbe-87fd-48b6-bdfe-f66249b0cf41.FPKM-UQ.txt,Head and Neck
d197f2fe-a79a-4d52-97ae-ce5259031899.FPKM-UQ.txt,Head and Neck
d4f8de85-7b19-4790-8409-7b8ccfcd8573.FPKM.txt,Head and Neck
d3e1c43a-d18f-466d-a72f-15a7da8e32e5.FPKM.txt,Head and Neck
9be23df6-f5e3-4309-824a-52c7c4750380.FPKM.txt,Head and Neck
2e38e59d-1c4e-4509-9afd-9dd94d8ab22a.FPKM-UQ.txt,Head and Neck
0b12f127-9ca6-46bc-bad5-49ac215b7844.FPKM-UQ.txt,Head and Neck
59d71b2c-32ad-43bf-aaa5-94bdedf0995b.FPKM-UQ.txt,Head and Neck
6150399d-74bb-4065-9724-7e90ade0a9ec.FPKM.txt,Head and Neck
6c8c027a-bc7f-4a73-b962-071b4decd6a9.FPKM.txt,Head and Neck
7496da67-dbd8-4658-b705-a37ead3d8d61.htseq.counts,Head and Neck
d4f8de85-7b19-4790-8409-7b8ccfcd8573.FPKM-UQ.txt,Head and Neck
79b14b36-3c76-4a55-ad28-e3bdb906ce27.FPKM-UQ.txt,Head and Neck
998f7dc2-83a0-4fe4-9662-c2a33ba5f152.htseq.counts,Head and Neck
ac580c41-c1ff-4fa3-afac-fbdb30636ab2.htseq.counts,Head and Neck
86847710-0843-4b28-9d13-dc949ed6b9f3.FPKM-UQ.txt,Head and Neck
2b96185f-43b4-4581-b74c-329e870252a0.htseq.counts,Head and Neck
0a4745c3-1664-4d5a-af3a-ac7731dafdf5.htseq.counts,Head and Neck
7dcf3d0d-7544-436d-8f99-7f3a9aebd0ef.FPKM.txt,Head and Neck
68056e09-70f8-470e-bb3a-08fe178c705e.htseq.counts,Head and Neck
df4c0fd3-2ca8-43c0-94e3-a7c972fa01bb.htseq.counts,Head and Neck
532c3405-f2f4-4fb7-b1cb-b0bc2d1e31cf.htseq.counts,Head and Neck
41e67c8d-6dcd-44e7-9665-8f3a91406ed8.FPKM-UQ.txt,Head and Neck
514918de-c3d4-49b9-a0bd-682364d1a02a.htseq.counts,Head and Neck
3b756a63-aa56-4ee7-b7dd-55fbc1c82398.FPKM-UQ.txt,Head and Neck
740920a2-effa-4da2-98cf-bad71a9debd9.FPKM.txt,Head and Neck
b1264982-6c82-4566-9576-444de6a05548.htseq.counts,Head and Neck
5c16e17f-80ea-4a1e-828f-7863f0a765e7.htseq.counts,Head and Neck
35d3f8a8-6364-43b2-bbd3-c237986f3ee9.htseq.counts,Head and Neck
f98004e6-f3c4-4748-8aed-07110e105e5f.htseq.counts,Head and Neck
8f756223-6229-49bf-b96f-22d9a4b622bc.FPKM.txt,Head and Neck
23e18feb-ec4e-40f4-97bb-7567af02c1e4.FPKM.txt,Head and Neck
f930b9f5-adfb-4089-b643-6ab7b60412df.htseq.counts,Head and Neck
e0904259-a783-48c2-a863-a5052eb7599b.htseq.counts,Head and Neck
85a10ecd-d3aa-4907-9dea-d58ead2e511f.FPKM-UQ.txt,Head and Neck
13ed4e49-7513-4124-abee-e1dee75711d1.FPKM-UQ.txt,Head and Neck
13f753d4-adce-46ba-be86-41fa8486ea78.htseq.counts,Head and Neck
4ebd9936-0b27-4aae-ad0e-7ef56cea61c9.htseq.counts,Head and Neck
04900b0d-c100-41f7-b58a-ca1529d472b6.FPKM.txt,Head and Neck
e623911e-3b9b-42df-9b1f-46b435081c47.FPKM-UQ.txt,Head and Neck
75b0ca26-9ed9-42b1-b276-bf90ed67f3e3.htseq.counts,Head and Neck
14dbd7f6-d2c0-42a6-94dc-353549b49f39.htseq.counts,Head and Neck
20082dc7-b639-4bdb-bc6c-bb58e56675e8.FPKM.txt,Head and Neck
e1185f5a-363a-4001-9ffa-6355a4e915cc.htseq.counts,Head and Neck
3c8e665c-9e41-4101-bef7-99562d47922d.FPKM.txt,Head and Neck
6799eeed-fb86-4803-9792-9e9c12b25e8b.htseq.counts,Head and Neck
570537b4-dfef-4efd-b5fa-79d200082e1e.htseq.counts,Head and Neck
b9003c49-066b-462f-941f-80e9d21f149b.htseq.counts,Head and Neck
5a16cb58-82c0-49ee-8f71-5cf738e0beb2.htseq.counts,Head and Neck
d46bb04d-aca3-468a-ba80-3bc12e2b3919.FPKM.txt,Head and Neck
acc7d983-3759-489f-844f-d87543f07b26.htseq.counts,Head and Neck
90c6648f-bc76-4277-8bc6-e782f69efb90.htseq.counts,Head and Neck
a56fd480-01e5-4d43-a38d-4bb89cc559b5.FPKM-UQ.txt,Head and Neck
7dca2a25-5ce8-475c-a652-34be32269073.htseq.counts,Head and Neck
fccd3557-8689-4e62-ac1a-8d6e3dac9eb0.FPKM.txt,Head and Neck
ec13a6c1-ecca-4f5c-bbd2-f0310df9db46.FPKM.txt,Head and Neck
c1419218-784c-4f51-ba40-9458ea89d029.FPKM-UQ.txt,Head and Neck
da0e18ff-74d5-4b6a-85e5-92da3b2668db.FPKM.txt,Head and Neck
d182c2ae-b8cb-418b-a844-1d95e275ced6.FPKM.txt,Head and Neck
4dd0dd22-b6aa-432b-ace6-841d0c6e83b9.htseq.counts,Head and Neck
5a6262b0-7930-40c5-bfa6-40fcd4ba7b4c.FPKM-UQ.txt,Head and Neck
5cbae931-5e8b-4ade-a103-805563937860.FPKM-UQ.txt,Head and Neck
33a2e244-9f45-45e2-b2f3-ad4c52388490.FPKM.txt,Head and Neck
03a9f130-71c0-4038-a58b-331b2b51215d.htseq.counts,Head and Neck
e263f4f6-f6ed-444e-8d91-4aed04ca2bf3.FPKM-UQ.txt,Head and Neck
63ef4125-0963-4037-a88b-1792255027f2.FPKM-UQ.txt,Head and Neck
5845a5be-e598-4b7e-8abb-960620c2b47b.FPKM.txt,Head and Neck
90c6648f-bc76-4277-8bc6-e782f69efb90.FPKM-UQ.txt,Head and Neck
e64a9dfd-477d-4cfe-afbb-3cb442911354.htseq.counts,Head and Neck
42c0a807-3b90-42cc-aad8-6a86b3ee9c2b.htseq.counts,Head and Neck
2a328b48-a908-4bcf-8add-955f317d6fac.htseq.counts,Head and Neck
1bb2d628-c050-47f3-8b2c-74bcf0a10004.htseq.counts,Head and Neck
a6a8e43e-5110-461e-8e16-e53ab44dd612.FPKM-UQ.txt,Head and Neck
d4f8de85-7b19-4790-8409-7b8ccfcd8573.htseq.counts,Head and Neck
23cece06-fb2e-4d05-b4a4-b6f4be565502.htseq.counts,Head and Neck
3241cae3-5e31-4126-b0f3-553f748b2be1.FPKM-UQ.txt,Head and Neck
c732d7de-e3d1-4999-8be6-51b4bbff83b7.FPKM-UQ.txt,Head and Neck
2f24c426-2af8-4ec5-be85-5ccebc85da6b.htseq.counts,Head and Neck
1f2dd45f-a8d1-4df2-b090-13acaaa07d37.FPKM.txt,Head and Neck
b9da241a-3715-4c95-9d22-d43c7f4d7552.htseq.counts,Head and Neck
aaf80230-460a-4f5a-8517-ae23b0ea8381.htseq.counts,Head and Neck
381c09f9-91fd-461c-b235-83038b356f28.FPKM.txt,Head and Neck
51988c9c-bf24-4706-ac30-c29986819d82.htseq.counts,Head and Neck
163d5aad-7488-4da9-9a09-e46fcb161d3e.htseq.counts,Head and Neck
abb7069d-2ead-4970-80e7-178fa8b4bb88.htseq.counts,Head and Neck
50a77663-3a8d-46b7-b3c6-89926478eb6d.FPKM.txt,Head and Neck
06833538-97e2-456e-b127-03ff2e0b11cb.htseq.counts,Head and Neck
032c007c-a7c8-42bd-a7af-3134bcc8c4a1.htseq.counts,Head and Neck
1f781542-09e0-48ff-8363-3a6cef4ebc83.FPKM-UQ.txt,Head and Neck
c72d6c26-7e52-4787-a9e3-059f994264f5.FPKM.txt,Head and Neck
01aad490-cd89-463a-8c31-d3fff17e7ab7.htseq.counts,Head and Neck
0d56836d-6eb4-4736-9ad0-3c1139302043.FPKM-UQ.txt,Head and Neck
a0ba142c-00e4-4ad9-8f2d-b53457bb21c8.htseq.counts,Head and Neck
b1bac168-47cc-4117-b43c-9fc886560b0b.FPKM-UQ.txt,Head and Neck
8f5f37e2-ddf4-45bf-a77a-e5883cc87707.htseq.counts,Head and Neck
22117440-a29b-48e7-8302-052e95e16046.FPKM.txt,Head and Neck
9a525083-f319-424f-814a-a019ecd8fac0.FPKM.txt,Head and Neck
3190aab1-a5bb-45c2-8d22-713302781ada.htseq.counts,Head and Neck
272af1c3-298e-4f50-8989-99b57062adbe.FPKM.txt,Head and Neck
a65631b1-d346-443c-ab39-c1e223154d84.FPKM.txt,Head and Neck
61199357-d9a5-4f09-976c-2ccb0fe241f0.FPKM-UQ.txt,Head and Neck
aaf80230-460a-4f5a-8517-ae23b0ea8381.FPKM.txt,Head and Neck
